Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks,Start Date,End Date,State,Report,,State,Count of State
VRI-000812-2018 (1000098004),Sarawak,"Kawasan SJK, Chung Hua Sejijak B",Village,1,8/2/2018,9/5/2018,Sarawak,,,,
VRI-000626-2018 (1000097895),Sarawak,"Taman Chong Chin, Pisang Road",Village,1,29/1/2018,29/4/2018,Sarawak,,,,
VRI-000625-2018 (1000097894),Sarawak,"Klock 5, MLD, Batu 6, Taman Suria Jaya",Village,1,28/1/2018,29/4/2018,Sarawak,,,,
VRI-000623-2018 (1000097893),Sarawak,"Lorong 4A, Rantau Panjang, Batu Kawa",Village,1,28/1/2018,29/4/2018,Sarawak,,,,
VRI-000512-2018 (1000097892),Sarawak,"Sin San Tu, Jalan Batu Kawa",Village,1,23/1/2018,29/4/2018,Sarawak,,,,
VRI-000512-2018 (1000097891),Sarawak,"Kampung Gawang Empili, Simunjan",Village,1,23/1/2018,29/4/2018,Sarawak,,,,
VRI-000413-2018 (1000097996),Sarawak,"Kawasan Pasar Simunjan, Samarahan",Village,1,18/1/2018,19/4/2018,Sarawak,,,,
VRI-000450-2018 (1000097890),Sarawak,"Taman Yen Yen, Jalan Matang",Village,1,19/1/2018,19/4/2018,Sarawak,,,,
VRI-000391-2018 (1000097889),Sarawak,"Matang Villa, Jalan Matang",Village,1,17/1/2018,19/4/2018,Sarawak,,,,
VRI-000169-2018 (1000097887),Sarawak,"Kampung Sejijak, Batu Kawa",Village,1,9/1/2018,19/4/2018,Sarawak,,,,
VRI-000047-2018 (1000097886),Sarawak,"Taman Dirgahayu, Jalan Sim Kheng Hong",Village,1,31/12/2017,31/3/2018,Sarawak,,,,
VRI-000046-2018 (1000097885),Sarawak,"Taman Malihah, Jalan Matang",Village,1,30/12/2017,31/3/2018,Sarawak,,,,
VRI-000045-2018 (1000097884),Sarawak,"Lot 222c Batu 11, Jalan Kuching-Serian",Village,1,30/12/2017,31/3/2018,Sarawak,,,,
VRI-014552-2017 (1000097883),Sarawak,"Pasar Tondong, Bau",Village,1,27/12/2017,31/3/2018,Sarawak,,,,
VRI-014551-2017 (1000097879),Sarawak,SJKC Chung Hua Rantau Panjang,Village,1,27/12/2017,31/3/2018,Sarawak,,,,
VRI-014359-2017 (1000097876),Sarawak,"Genesis Light Industrial Park, Jalan Batu Kawa",Village,1,21/12/2017,31/3/2018,Sarawak,,,,
VRI-014084-2017 (1000097875),Sarawak,"Taman Dahlia, Matang",Village,1,13/12/2017,13/3/2018,Sarawak,,,,
VRI-013906-2017 (1000097874),Sarawak,"Taman Jutaria, Jalan Matang",Village,1,7/12/2017,7/3/2018,Sarawak,,,,
VRI-013876-2017 (1000097873),Sarawak,"Flat Taman Malihah, Jalan Matang",Village,1,5/12/2017,7/3/2018,Sarawak,,,,
VRI-013875-2017 (1000097872),Sarawak,"Kampung Atas Singai, Bau",Village,1,5/12/2017,7/3/2018,Sarawak,,,,
VRI-013403-2017 (1000097870),Sarawak,"Taman Sri Makmur, Batu 6",Village,1,22/11/2017,26/2/2018,Sarawak,,,,
VRI-013402-2017 (1000097869),Sarawak,"Lorong Ketitir 1, Jalan Batu Kawa",Village,1,21/11/2017,26/2/2018,Sarawak,,,,
VRI-013588-2017 (1000097867),Sarawak,"Taman San Chin, Jalan Tondong",Village,1,26/11/2017,26/2/2018,Sarawak,,,,
VRI-013124-2017 (1000097866),Sarawak,"Lee sing enterprise, Jln Batu Kawa-Matang",Village,1,16/11/2017,16/2/2018,Sarawak,,,,
VRI-013219-2017 (1000097842),Sarawak,"Lorong Moyan Segoh 1, Jln matang Batu Kawa",Village,1,20/11/2017,20/2/2018,Sarawak,,,,
VRI-000351-2018 (1000097888),Sarawak,Kawasan Pasar Simunjan,Village,1,15/1/2018,15/4/2018,Sarawak,,,,
VRI-014380-2017 (1000097878),Sarawak,"RH Paing ak Tawi, Julau",Village,1,21/12/2017,22/3/2018,Sarawak,,,,
VRI-014379-2017 (1000097877),Sarawak,"Jalan Julau Entabai, Julau",Village,1,21/12/2017,22/3/2018,Sarawak,,,,
VRI-013404-2017 (1000097871),Sarawak,"SMK Julau No. 1, Julau",Village,1,21/11/2017,22/2/2018,Sarawak,,,,
VRI-013589-2017 (1000097868),Sarawak,Kampung Cina,Village,1,30/11/2017,1/3/2018,Sarawak,,,,
VRI-012056-2017 (1000097841),Sarawak,"Ladang Masranti, Telagus",Village,1,24/10/2017,24/1/2018,Sarawak,,,,
VRI-011410-2017 (1000095115),Sarawak,Asajaya,Village,1,6/10/2017,5/1/2018,Sarawak,,,,
VRI-10671-2017 (1000095114),Sarawak,Taman Bowood,Village,1,20/9/2017,21/12/2017,Sarawak,,,,
VRI-010995-2017 (1000095106),Sarawak,Taman Malihah,Village,1,29/9/2017,30/12/2017,Sarawak,,,,
VRI-10675_2017 (1000095105),Sarawak,SMK Serian,Village,1,20/9/2017,21/12/2017,Sarawak,,,,
VRI-10671-2017 (1000095101),Sarawak,Taman Alamanda Indah,Village,1,20/9/2017,8/12/2017,Sarawak,,,,
VRI-010079-2017 (1000095099),Sarawak,Jln. Serian Bypass,Village,1,7/9/2017,8/12/2017,Sarawak,,,,
VRI-009978-2017 (1000095098),Sarawak,Telagus Lengai,Village,1,29/8/2017,30/11/2017,Sarawak,,,,
VRI-009496_2017 (1000095097),Sarawak,Triboh,Village,1,21/8/2017,22/11/2017,Sarawak,,,,
VRI-009223_2017 (1000095096),Sarawak,Spaoh,Village,1,14/8/2017,15/11/2017,Sarawak,,,,
VRI-009158-2017 (1000095095),Sarawak,Muara Tangga,Village,1,10/8/2017,11/11/2017,Sarawak,,,,
VRI-00902-2017 (2 cases) (1000095094),Sarawak,"Kuala, Jln Gedong",Village,1,9/8/2017,10/11/2017,Sarawak,,,,
VRI-007900-2017 (1000095093),Sarawak,Siburan Town,Village,1,18/7/2017,19/10/2017,Sarawak,,,,
VRI-007756_2017 (1000095092),Sarawak,Temong Mura,Village,1,15/7/2017,16/10/2017,Sarawak,,,,
VRI-007758-2017 (1000095091),Sarawak,Rumah Janta,Village,1,14/7/2017,15/10/2017,Sarawak,,,,
VRI-007754_2017 (1000095089),Sarawak,Kpg Remun,Village,1,14/7/2017,15/10/2017,Sarawak,,,,
VRI-007690-2017 (1000095088),Sarawak,Taman Kucinta,Village,1,12/7/2017,13/10/2017,Sarawak,,,,
VRI-007690-2017 (1000095087),Sarawak,Kpg Rasau,Village,1,12/7/2017,13/10/2017,Sarawak,,,,
VRI-007618_2017 (1000095086),Sarawak,Kpg Mentong Berawan,Village,1,11/7/2017,12/10/2017,Sarawak,,,,
VRI-007-2017 (8 cases altogether) (1000095085),Sarawak,Kpg Ampungan,Village,1,10/7/2017,11/10/2017,Sarawak,,,,
"Sg. Maong Wet Market, Kuching (1000092048)",Sarawak,"Sg. Maong Wet Market, Kuching",Other,1,21/7/2017,22/10/2017,Sarawak,,,,
"Kpg Serikin, Bau (1000092047)",Sarawak,"Kpg Serikin, Bau",Village,1,21/7/2017,22/10/2017,Sarawak,,,,
"Kpg Entubuh, Tebedu (1000092046)",Sarawak,"Kpg Entubuh, Tebedu",Village,1,19/7/2017,20/10/2017,Sarawak,,,,
Siburan Town (1000092044),Sarawak,Siburan Town,Other,1,18/7/2017,19/10/2017,Sarawak,,,,
Tebedu (1000092043),Sarawak,"Kpg Temong Mura, Tebedu",Village,1,15/7/2017,16/10/2017,Sarawak,,,,
Serian Town (1000092042),Sarawak,Serian Town,Other,1,15/7/2017,16/10/2017,Sarawak,,,,
"Eastern Mall, Siburan (1000092039)",Sarawak,"Eastern Mall, Siburan, Jalan Kuching/Serian",Village,1,14/7/2017,15/10/2017,Sarawak,,,,
Jalan Kuching/Sri Aman (1000092038),Sarawak,"Batu 45, Jln Kuching/Sri Aman",Village,1,13/7/2017,14/10/2017,Sarawak,,,,
Taman Kicinta (1000092037),Sarawak,Taman Kucinta (Sebelah stall kuih),Village,1,12/7/2017,13/10/2017,Sarawak,,,,
"Jalan Semeba, Kuching (1000092045)",Sarawak,"Batu 5, Jalan Semeba, Kuching",Village,1,19/7/2017,20/10/2017,Sarawak,,,,
Kpg Kuala Sepetang (1000091678),Perak,Kampung Kuala Sepetang,Village,1,15/7/2017,16/10/2017,Sarawak,,,,
Kpg Rasau (1000091677),Sarawak,Kpg Rasau,Village,1,12/7/2017,13/10/2017,Sarawak,,,,
Kpg Sumpas (1000091676),Sarawak,Kpg Sumpas,Village,1,11/7/2017,12/10/2017,Sarawak,,,,
Kpg Mentong Silaga (1000091675),Sarawak,Kpg Mentong Silaga,Village,1,14/7/2017,12/10/2017,Sarawak,,,,
Kpg Engkabang (1000091674),Sarawak,Kpg Engkabang,Village,1,11/7/2017,12/10/2017,Sarawak,,,,
Kpg Mantong Berawan (1000091673),Sarawak,Kpg Mentong Berawan,Village,1,11/7/2017,12/10/2017,Sarawak,,,,
Kpg Ampungan (1000091671),Sarawak,Kpg Ampungan,Village,1,10/7/2017,10/10/2017,Sarawak,,,,
Kpg Remun (1000091663),Sarawak,Kpg Remun,Village,1,12/7/2017,15/10/2017,Sarawak,,,,
Kpg Tangga Pulau Tamba Cina (1000091661),Sarawak,Kpg Tangga Pulau Tamba Cina,Village,1,8/7/2017,9/9/2017,Sarawak,,,,
Kampung Paon Rimu (1000091303),Sarawak,Kampung Paon Rimu,Village,1,4/7/2017,6/10/2017,Sarawak,,,,
Kampung Lebor (1000091298),Sarawak,Kampung Lebor,Village,1,5/7/2017,7/10/2017,Sarawak,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks Start date,Start Date,End Date,State,Report,,State,Counts of Outbreaks 
1000066935,Perak,Perak Turf Club,Not applicable,1,16/8/2015,6/10/2015,Perak ,EVENT 1825,,Perak ,1
08-80/2015 (1000065381),Kuala Lumpur,Selangor Turf club,Not applicable,1,14/8/2015,1/9/2015,Kuala Lumpur,,,Kuala Lumpur,1
,,,,,,,,,,,
,,,,,,,,,,,
Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks Start date,Start Date,End Date,State,Report,,State,Counts of Outbreaks 
1000066772,Pulau Pinang,Balik Pulau,Not applicable,1,9/9/2015,17/9/2015,Pulau Pinang,EVENT 1815,,Pulau Pinang,1
1000066771,Kedah,Kota Setar,Not applicable,1,12/9/2015,12/9/2015,Kedah,,,Kedah,1
1000066770,Perlis,Perlis,Not applicable,1,27/7/2015,18/9/2015,Perlis,,,Perlis,2
08-078/2015 (1000065100),Perlis,Perlis,Not applicable,1,27/7/2015,27/7/2015,Perlis,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks Start date,Start Date,End Date,State,Report,,State,Counts of Outbreaks 
JPH/AI/01/07 (11750),Selangor,Paya Jaras Hilir,Village,1,2/6/2007,10/6/2007,Selangor,EVENT 250,,Selangor,1
,,,,,,,,,,,
,,,,,,,,,,,
Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks Start date,Start Date,End Date,State,Report,,State,Counts of Outbreaks 
7437,Pulau Pinang,Permatang Bogak,Village,1,18/3/2006,22/3/2006,Pulau Pinang,EVENT 120,,Pulau Pinang,1
7436,Perak,Titi Gantung,Village,1,21/3/2006,22/3/2006,Perak,,,Perak,3
7435,Perak,Bukit Merah,Village,1,16/3/2006,22/3/2006,Perak,,,Kuala Lumpur,1
7434,Perak,Changkat Tualang,Village,1,11/3/2006,22/3/2006,Perak,,,,
7433,Kuala Lumpur,Pasir Wardieburn,Village,1,6/2/2006,22/3/2006,Kuala Lumpur,,,,

